被房产销售骗了这么多年！买期房要注意这些	 房产	 其他	 房产销售&&这么多年	 32	 1	 0.031
为啥2型糖尿病可以治愈，而1型糖尿病却无法逆转？	 健康	 心理健康	 2型糖尿病&&1型糖尿病	 63	 6	 0.095
沧州师范学院简介	 教育	 小学	 沧州师范学院	 20	 1	 0.050
敲定了！2019年雁峰区小学划片公布！你家孩子该去哪儿上学？	 教育	 小学	 雁峰区	 2	 0	 0.000
【长春潮流夜市】特别不一样的朱丽夜市！网红美食全在这里啦～	 旅行	 东南亚	 长春&&潮流&&夜市&&朱丽&&网红美食	 1	 0	 0.000
杭州失联9岁女孩死因公布，原本她有2次逃生机会：所有父母都应该知道这个救人系统！	 社会	 其他	 杭州&&失联&&死因&&逃生	 3	 0	 0.000
张柏芝终于换发型，穿衬衣牛仔裤扎高马尾太减龄，哪像39岁仨娃妈	 时尚	 穿衣搭配	 张柏芝&&发型&&衬衣&&牛仔裤&&扎高马尾&&减龄	 1510	 162	 0.107
杭州9岁女孩被租客带走，是什么让恶魔得了手	 育儿	 早期教育	 杭州	 1	 0	 0.000
郴州楼盘周末活动精彩汇聚，更有低至4字头/一口价	 房产	 楼市	 郴州&&周末	 49	 0	 0.000
「随州金华」东南夏日动心购，7.28仲夏烧烤派对活动	 汽车&&旅行	 其他	 随州&&金华&&东南&&夏日&&动心&&仲夏&&烧烤	 19	 0	 0.000
惨了！沛县汉街突发失火！	 国际	 其他	 沛县	 57	 7	 0.123
龙珠动漫，总算知道悟空为什么要消灭强大的沙鲁了？	 动漫	 其他	 龙珠动漫	 29	 2	 0.069
南部一小车冲进玉米地！	 社会	 其他	 南部&&玉米地	 1	 0	 0.000
活动掠影┆乐高公益体验一日营	 旅行	 其他	 乐高&&公益	 1	 0	 0.000
美甲护理流程 美甲护理有哪些步骤	 时尚	 皮肤护理	 美甲护理	 33	 0	 0.000
火影原版VS骷髅版，绝VS小樱VS蛇叔，看到卡卡西：高冷男神	 动漫	 其他	 蛇叔	 158	 22	 0.139
罗讯来茈湖口镇督导防汛工作	 旅行	 其他	 茈湖口镇&&督导&&防汛工作	 4	 0	 0.000
小脸按摩方法	 时尚&&健康	 其他	 按摩	 1	 0	 0.000
四川加快探索县域特色产业园区转型发展	 财经	 其他	 四川&&产业园区	 2	 0	 0.000
十堰新开一家自助游乐餐厅！39元/人，海鲜、火锅、烤肉...200+菜品随便吃！	 美食	 其他	 十堰&&自助&&餐厅&&海鲜&&火锅&&烤肉&&随便	 12	 0	 0.000
不管新车旧车，汽车玻璃水别用自来水替，教你几招，玻璃清晰明亮	 汽车	 用车	 汽车玻璃水	 48	 1	 0.021
日本凌晨天降神秘大火球 多地民众被强光、爆炸声惊醒	 时政	 国际时政	 日本&&天降	 1	 0	 0.000
船营区卫生健康局举办“健康中国减盐活动”	 育儿	 儿童	 船营区&&健康中国	 6	 0	 0.000
详细解读碑和帖到底有什么区别，其实很多人都傻傻分不清	 文化	 书法	 	 2	 0	 0.000
一堂特殊的安全教育课	 文化	 收藏	 安全教育	 11	 0	 0.000
欢乐颂2大结局了 可是五美的爱情没有结束	 情感	 恋爱	 欢乐颂2&&大结局&&美的&&爱情	 2	 0	 0.000
世界上海外华人最多的国家，华人地位很高，大多数总理是华裔	 旅行	 东南亚	 总理&&华裔	 1	 0	 0.000
最安全的动力电池该如何打造？轩逸·纯电给你上一课	 汽车	 电动汽车	 动力电池&&轩逸	 1	 0	 0.000
小沈阳女儿“整容式”长大，面对镜头唱rap，长发披肩美到认不出	 娱乐	 明星	 小沈阳&&长大&&镜头&&rap&&长发&&披肩	 4	 1	 0.250
等一个人，陪我走遍全世界最美的100座海岛	 心灵鸡汤	 其他	 等一个人&&陪我&&美的&&海岛	 1	 0	 0.000
《亲爱的》虐后高甜！商言亲吻佟年近20秒	 宠物	 其他	 亲爱的&&亲吻&&佟年	 208	 18	 0.087
排列三192期推荐：组六推荐3胆268，独胆看好6	 彩票	 其他	 独胆	 3	 0	 0.000
理发宣？莫泰现身上海 网友:签约后就来理头发	 体育	 CBA	 莫泰&&上海&&头发	 4	 0	 0.000
有了这个凉拌汁，拌菜，拌面再也不发愁了，美味又好吃！	 美食	 小吃	 凉拌汁&&拌菜&&拌面&&美味	 8	 0	 0.000
11张直击心灵老照片：图一无人敢直视双眼，图二毁容母女让人心碎	 社会	 家庭情感	 心灵&&照片&&母女	 5	 0	 0.000
深挖保护伞找回安全感	 社会	 其他	 	 1	 0	 0.000
2019艾尔建&北京知音医生进阶培训会在北京知音圆满落幕！	 健康	 女性健康	 艾尔建	 23	 0	 0.000
女子离家24载，民警寻亲助团圆	 社会	 法律法制	 离家&&民警&&寻亲&&团圆	 7	 1	 0.143
SDCC独家专访“大超”解密新剧《巫师》	 娱乐	 影视	 大超&&解密&&巫师	 1	 0	 0.000
当前收视超高的4部剧，《请赐我一双翅膀》垫底，第一实至名归！	 娱乐	 电视剧	 请赐我一双翅膀	 150	 20	 0.133
杜淳新恋情，两人小心翼翼看电影，女方肤白貌美	 娱乐	 明星	 杜淳&&恋情&&电影	 213	 29	 0.136
既当爹又当妈！自掏腰包奖励球队，呼和浩特足球不能忘的贵人王波	 体育	 中超	 球队&&呼和浩特&&足球&&不能忘&&王波	 95	 6	 0.063
中科院两位院士加盟重庆高校	 教育	 留学	 中科院&&重庆高校	 99	 4	 0.040
《蜜汁炖鱿鱼》刚火，《冰糖炖雪梨》也确定上映了，这个必须追！	 娱乐	 韩娱	 鱿鱼&&冰糖炖雪梨&&追	 6	 0	 0.000
厉害了：加拿大富翁85万美金，买下99双球鞋，平均8万5一双球鞋！	 时尚	 其他	 加拿大&&美金&&球鞋	 1	 1	 1.000
昨天刚换的手机号，决定逗一逗女朋友，给她发了条短信	 搞笑	 搞笑	 昨天&&手机&&朋友&&她&&短信	 1	 0	 0.000
宣城一手房持续飘红，爱家华城开盘当日销售九成..	 房产	 楼市	 宣城&&一手房&&飘红&&华城	 4	 0	 0.000
2019年邵阳市“华融湘江银行·绿色助学行动”来啦	 旅行	 其他	 邵阳市&&华融湘江银行&&绿色&&助学&&行动	 1	 0	 0.000
曝国安已于比埃拉续约 新援名气"不用上百度查询"	 体育	 中国足球	 国安&&比埃拉&&百度	 3690	 678	 0.184
“清风在手画扇面”秦淮区树德里社区开展扇面DIY活动	 教育	 小学	 清风&&扇面&&秦淮区&&德里&&社区	 54	 0	 0.000
中央要求东总打锦州，却要求粟裕渡江南进，粟裕回报决战江北	 旅行	 其他	 锦州&&粟裕&&江南&&决战&&江北	 1	 0	 0.000
有人涉嫌盗采国家砂资源？商报记者暗访调查，海口市国土执法局回应	 社会	 其他	 资源&&商报&&暗访&&海口市&&国土&&执法局	 1	 0	 0.000
摄影，高冷的外表下，是一颗狂热的内心！	 动漫	 其他	 	 10073	 1805	 0.179
6月7日iG做客重庆 新秀Plex挑战Rookie	 游戏	 电竞	 重庆	 1	 0	 0.000
处女、金牛、双子、摩羯7月下半月幸福运势：有人出手相助	 星座	 星座	 处女&&金牛&&摩羯&&运势&&相助	 1	 0	 0.000
明明重庆的经济突破2万亿，可和广州的差距还很大？结果让人质疑	 财经	 其他	 重庆&&经济&&广州	 34	 7	 0.206
三校牵手！南京秦淮外国语学校教育集团成立	 教育	 其他	 教育集团	 4	 0	 0.000
庞贝人曾使用铁水整修街道	 科学	 历史考古	 庞贝&&铁水	 1	 1	 1.000
广西桂林阳朔县白沙镇落实“五坚持”推进大整改	 民生	 扶贫	 广西桂林&&阳朔县&&白沙镇	 164	 6	 0.037
淘宝网店如何吸引回购客户？提高客户的回购率	 财经	 企业动向	 淘宝网店&&吸引&&回购	 1	 0	 0.000
终于出来了！2019四川高考分数线在此	 教育	 高中	 四川&&高考分数线	 1	 0	 0.000
张家口下花园区的转型样本：从资源枯竭到北京生态“后花园”	 民生	 环保	 张家口&&下花园区&&资源&&枯竭&&北京&&后花园	 6	 1	 0.167
广仁寺地处城墙西北角也是西安唯一一座藏地喇嘛寺	 历史&&宗教	 中国历史	 广仁寺&&西安&&藏地&&喇嘛寺	 149	 3	 0.020
上有天堂，下有苏杭：狗狗人，19年里难得一遇的好事，不接不喜	 星座	 生肖	 天堂&&下有苏杭&&狗&&得一	 62	 19	 0.306
新希望六和刘畅:做“五新”企业 让养猪成为青年企业家的新责任	 农业	 其他	 新希望六和&&刘畅&&养猪&&企业家	 154	 5	 0.032
新乡化纤预计上半年净利润6500.00万元至7000.00万元 同比增长180.55%至202.13%	 财经	 企业动向	 新乡化纤	 1	 0	 0.000
古物风韵丨万里同风——新疆文物精品展于国博开展	 文化	 文物	 古物	 1	 0	 0.000
袁弘深夜晒与儿子温馨合照 感慨只能待两天不舍分离	 其他	 其他	 袁弘&&合照&&不舍	 3	 0	 0.000
亲爱的热爱的：韩佟两人甜蜜大婚，但俱乐部队员送上神秘大礼	 游戏	 电竞	 亲爱的热爱的	 8	 0	 0.000
一拳超人：流浪帝火力全开，却被杰诺斯吊打，配角也有光环？	 娱乐	 明星	 一拳超人&&流浪帝&&火力全开&&杰诺斯&&配角	 16	 0	 0.000
北汽终入股奔驰母公司吉利仍为第一大股东	 汽车	 其他	 北汽&&入股&&奔驰&&吉利&&大股东	 1	 0	 0.000
长相不如宋小宝，又没有赵本山这样的后台，张浩，凭什么火？	 娱乐	 戏剧	 宋小宝&&赵本山&&张浩	 99	 3	 0.030
被套不要慌！采用这种波段战法补仓，助你快速解套	 财经	 股票证券	 被套&&波段&&补仓&&解套	 18	 3	 0.167
咸阳人五一假期有变！天然气价格调整，这些地方要停电，最低工资执行新标准，还有这些好消息……	 民生	 其他	 咸阳&&天然气价格	 1	 0	 0.000
卧室的衣柜不能做到顶，那上方应该如何设计？	 家居	 装修	 卧室&&衣柜	 1	 0	 0.000
其实金箍棒很差，因为太阴星君的这根棍棒，比元始天尊都出现的早	 文化	 文学	 太阴星君	 19	 1	 0.053
国安官微悼念亚泰去世老总 亚泰战南通赛前将举行默哀仪式	 体育	 其他	 国安&&亚泰&&南通&&仪式	 10	 0	 0.000
住这儿了？大连一业主遇“奇葩蛇”将其抓走后不日又返回窗前	 社会	 猎奇	 住这儿&&大连&&奇葩	 117	 9	 0.077
没想到这些经典歌曲都来自日本，王菲张国荣是靠翻唱才出名的啊！	 娱乐	 娱乐音乐	 经典歌曲&&日本&&王菲&&张国荣&&翻唱	 7	 0	 0.000
足协杯-鲁能2-1国安晋级！佩莱加时赛绝杀，国安主帅尴尬纪录诞生	 体育	 中国足球	 足协杯鲁能&&国安&&佩莱	 450	 61	 0.136
莆田市长：以人为本精细管理 综合施策提升水平	 时政	 其他	 莆田市长	 30	 2	 0.067
号外，西北政法大学法学大咖来衢调研	 旅行	 其他	 西北政法大学&&法学	 43	 0	 0.000
厚金:A股做好大反攻的准备，要记得与3000点说再见	 财经	 股票证券	 a股&&大反攻	 2	 0	 0.000
“危险品”标志被私拆 27吨“毒弹”在商丘被查处	 社会	 其他	 危险品&&商丘	 6	 0	 0.000
张大仙何去何从？虎牙里有人发话说:去哪都火不起来	 游戏	 电竞	 张大仙&&何去何从&&虎牙	 45	 1	 0.022
甄嬛传：两人同时出演掌事宫女，一人热度不减，另一人却无戏可拍	 娱乐	 其他	 甄嬛传&&出演&&掌事&&宫女	 24	 2	 0.083
“中原粮仓”的贡献	 民生	 其他	 粮仓	 3	 0	 0.000
爱美的MM耳钉这样选，提升气质做女神，一个耳钉能让你成靓女	 时尚	 发型	 mm&&耳钉&&女神&&靓女	 21	 0	 0.000
CBA夏联上海能否连胜，南京VS上海	 体育	 CBA	 cba&&上海&&南京	 109	 8	 0.073
申花真大腿！一场4-1让崔帅找到保级核心，场上一数据无愧国脚级	 体育	 中超	 申花&&大腿	 17	 3	 0.176
用最情怀的决心，打造最精致的教育！请查收来自巴川公学的三封信	 教育	 初中	 教育&&信	 73	 1	 0.014
高清！这些“老赖”被限高！|一周概览	 社会	 法律法制	 老赖	 756	 70	 0.093
英雄联盟：我们在乎的不是厂长能赢，我们只想看明凯在打比赛	 游戏	 游戏业	 明凯	 214	 18	 0.084
女演员沈丽君自杀身亡，遗书曝光：小三要求与沈丽君共享丈夫	 情感	 婚姻	 沈丽君自杀	 2	 1	 0.500
银川市上前城地区检察院助推认罪认罚全面“提速”	 社会&&时政	 反腐打虎	 地区检察院	 4	 0	 0.000
灵宝交警“现身说法”，司机不看经常违章	 汽车	 用车	 灵宝&&交警&&违章	 15	 1	 0.067
熊孩子清空妈妈4万多元购物车！还给自己买了游乐场	 育儿	 早期教育	 熊孩子&&购物车&&游乐场	 34	 0	 0.000
烧茄子“忌”直接下锅，费油又不好吃，多加一步，茄子不油腻	 美食	 食谱	 烧茄子&&茄子	 1	 0	 0.000
Jim Keller：摩尔定律还没死亡	 科技	 其他	 jim&&摩尔定律	 1	 0	 0.000
没有吃过猪油捞饭的人，人生中有一大遗憾！	 美食	 小吃零食	 猪油捞饭	 126	 11	 0.087
2019山东高招会枣庄分会场火爆开场！	 教育	 高中	 山东&&高招会&&枣庄	 28	 0	 0.000
斗志激昂：中超强队横冲直撞，场场连胜，夺冠希望大增	 体育	 中超	 中超&&横冲直撞&&希望	 105	 5	 0.048
别对这些星座撒谎，一个眼神他们就能识破！	 星座	 星座	 星座&&眼神	 6	 1	 0.167
烟富十号苹果树苗 烟富十号苹果树苗批发	 农业	 其他	 苹果树苗	 16	 0	 0.000
辉南是清代两个皇后的祖居	 历史	 中国历史	 辉南&&清代	 4	 0	 0.000
假面骑士复活者盖茨手办详情解禁 价格注定要破千	 游戏	 单机游戏	 假面骑士&&复活者盖茨&&手办&&解禁&&注定	 29	 2	 0.069
同样是抠图，baby被骂惨，她却被赞敬业？网友:因人而异！	 娱乐	 电视	 baby&&她	 3	 0	 0.000
《出师表》中的成语，你知道几个？	 文化	 文学	 出师表	 28	 0	 0.000
这个中国入赘俄罗斯的女婿，竟舍弃富豪生活回国	 国际	 其他	 中国&&入赘&&俄罗斯&&富豪	 1	 0	 0.000
济南爷仨溺水身亡！@学生和家长 暑假安全小贴士，请收好！	 育儿	 其他	 济南&&溺水身亡&&暑假	 201	 5	 0.025
施廷懋三米板三连冠	 体育	 游泳	 施廷懋	 19	 0	 0.000
在郑州一百个人找这家汉堡王，九十九个会迷路	 美食	 其他	 郑州&&汉堡王&&迷路	 15	 0	 0.000
橘猫因太热请求主人开空调，铲屎官接入冷气后，猫咪却霸占出风口	 宠物	 其他	 橘猫&&空调&&铲屎官&&猫咪&&出风口	 18	 2	 0.111
对于桃树经常出现的缩叶病很头疼	 农业	 其他	 桃树	 16	 1	 0.063
抗美援朝两大史实解密	 历史	 世界历史	 抗美援朝&&解密	 2	 0	 0.000
鞠婧祎现身商场，随身手机意外抢镜，网友:这尺寸一般人真顶不住	 娱乐	 明星	 鞠婧祎&&商场&&手机&&尺寸	 1	 0	 0.000
玉米面发糕，好吃的玉米面发糕，不用烤箱就能做成功	 美食	 烘焙	 玉米面发糕	 10	 2	 0.200
智慧乐园丨IQ闯关	 军事	 中国军情	 智慧&&乐园&&iq	 2	 0	 0.000
《决战！平安京》鬼女红叶七夕皮肤原画曝光	 游戏	 网游	 鬼女红叶	 2	 0	 0.000
起湿疹未必是体内湿气重，还有可能是洗澡不当导致的！	 健康	 其他	 湿疹&&湿气重	 1	 0	 0.000
7月下旬，乌云散去，念往昔悠悠，将与前任尽释前嫌	 情感	 恋爱	 乌云&&前任	 4	 0	 0.000
《仙剑奇侠传》林月如安以轩生子取名叫66	 娱乐	 明星	 仙剑奇侠传&&林月如&&安以轩&&生子	 1	 0	 0.000
清朝最贪腐部门，一个补丁报价三千两，连皇帝都拿他们没办法！	 历史	 中国历史	 清朝&&皇帝&&没办法	 1	 0	 0.000
周星驰版《鹿鼎记》穿帮，星爷脑洞太大了，张张都是亮点！	 娱乐	 电影	 周星驰&&鹿鼎记&&穿帮&&星爷&&脑洞	 143	 15	 0.105
昆明只要三毛的烤串，老板开奔驰去菜市场买肉，自称一人能撸千串	 民生	 食品	 昆明&&烤串&&奔驰&&菜市场	 62	 6	 0.097
中原证券：建议投资者继续保持谨慎乐观态度	 财经	 股票证券	 中原证券&&投资者	 49	 7	 0.143
深圳耳机发烧友聚会正式升级并融入新深圳耳机音响展	 科技	 数码	 深圳&&耳机发烧友&&耳机&&音响	 5	 1	 0.200
淘宝上一样的东西店家是怎样得到货的？	 科技	 互联网	 淘宝&&得到	 80	 5	 0.063
超市里的燕麦种类那么多，你知道哪种最健康吗？	 美食	 其他	 燕麦	 14	 3	 0.214
再过30年，只生一个孩子的人会羡慕二胎家庭吗？网友的答案很现实	 情感	 婚姻	 二胎&&家庭&&答案	 1	 1	 1.000
发现诡异小西瓜，刚要动手摘，爷爷立刻拉住他后，上前就是一脚！	 科学	 生物	 西瓜&&爷爷	 2	 0	 0.000
口碑扑街，一部有诚意的烂片，谁给《银河补习班》两个半小时勇气	 娱乐	 电影	 烂片&&银河补习班&&勇气	 2	 0	 0.000
20岁成央视美女主持，富商因她净身出户，如今43岁还是这么美	 娱乐	 明星	 央视&&美女&&富商&&她&&净身出户	 8	 1	 0.125
工厂实拍一汽奔腾T99	 汽车	 其他	 一汽&&奔腾t99	 113	 10	 0.088
能称为“教父”的5位音乐人：李宗盛上榜，他是摇滚界半壁江山	 娱乐	 娱乐音乐	 音乐人&&李宗盛&&摇滚	 2	 0	 0.000
